Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Telangana,302.08,119,Large,2022-06-17,9,Paneer,Raj,841.26,72.4,60907.22,23,Ambient,2022-06-07,2022-06-30,380.2,76.87,29225.97,Jharkhand,Retail,461.06,74.54,37.25
West Bengal,811.68,62,Small,2024-10-14,6,Curd,Sudha,108.46,52.8,5726.69,122,Frozen,2024-09-19,2025-01-19,9.76,55.69,543.53,Kerala,Retail,98.7,38.69,97.78
Jharkhand,335.24,52,Medium,2021-03-31,7,Lassi,Dynamix Dairies,322.09,46.3,14912.77,33,Tetra Pack,2021-02-18,2021-03-23,89.8,46.26,4154.15,Karnataka,Wholesale,232.29,60.84,53.9
Karnataka,813.8,87,Medium,2023-04-05,2,Butter,Passion Cheese,746.6,96.36,71942.38,120,Ambient,2023-03-07,2023-07-05,311.01,104.7,32562.75,Bihar,Wholesale,435.59,74.05,190.86
Rajasthan,49.62,92,Large,2019-01-23,2,Butter,Mother Dairy,664.77,68.4,45470.27,122,Frozen,2019-01-17,2019-05-19,589.45,72.8,42911.96,West Bengal,Online,75.32,26.76,147.49
West Bengal,279.32,52,Large,2024-08-12,4,Yogurt,Mother Dairy,691.38,95.65,66130.5,42,Refrigerated,2024-06-20,2024-08-01,665.87,87.65,58363.51,Gujarat,Retail,25.51,99.23,78.46
Bihar,706.65,44,Large,2024-12-11,4,Yogurt,Raj,38.86,43.05,1672.92,125,Tetra Pack,2024-11-24,2025-03-29,7.92,38.83,307.53,Maharashtra,Retail,30.94,18.74,112.98
Uttar Pradesh,599.96,76,Large,2020-03-25,6,Curd,Amul,575.52,71.77,41305.07,35,Polythene Packet,2020-02-28,2020-04-03,8.75,70.34,615.48,Chandigarh,Retail,566.77,31.18,179.88
Madhya Pradesh,43.98,53,Small,2021-01-20,7,Lassi,Britannia Industries,96.07,72.43,6958.35,53,Refrigerated,2020-12-21,2021-02-12,79.03,78.35,6192.0,Chandigarh,Wholesale,17.04,5.54,37.8
Jharkhand,632.17,94,Medium,2023-05-02,7,Lassi,Dynamix Dairies,877.68,76.27,66940.65,107,Refrigerated,2023-03-29,2023-07-14,13.45,82.17,1105.19,Jharkhand,Wholesale,864.23,95.49,114.69
Bihar,396.9,20,Small,2022-07-31,4,Yogurt,Passion Cheese,436.28,51.4,22424.79,143,Ambient,2022-07-24,2022-12-14,398.58,46.55,18553.9,Rajasthan,Retail,37.7,27.32,166.46
Rajasthan,613.84,66,Medium,2021-01-13,5,Ice Cream,Amul,358.63,60.6,21732.98,14,Tetra Pack,2020-11-27,2020-12-11,345.7,57.22,19780.95,West Bengal,Wholesale,12.93,53.04,28.18
Telangana,888.08,42,Medium,2019-07-18,1,Milk,Sudha,728.89,47.25,34440.05,3,Refrigerated,2019-07-06,2019-07-09,253.75,44.99,11416.21,Bihar,Retail,475.14,31.54,50.21
Telangana,613.06,47,Small,2020-11-02,3,Cheese,Dodla Dairy,599.55,32.74,19629.27,22,Ambient,2020-10-24,2020-11-15,22.94,29.84,684.53,West Bengal,Online,576.61,62.14,126.12
Uttar Pradesh,179.43,63,Medium,2021-05-04,10,Ghee,Passion Cheese,726.2,26.06,18924.77,74,Ambient,2021-04-25,2021-07-08,318.2,25.45,8098.19,West Bengal,Retail,408.0,87.78,144.48
Delhi,331.58,24,Medium,2024-07-26,9,Paneer,Mother Dairy,476.14,17.76,8456.25,51,Tetra Pack,2024-07-17,2024-09-06,124.68,17.17,2140.76,Gujarat,Wholesale,351.46,61.18,160.56
Karnataka,473.22,80,Small,2021-07-09,5,Ice Cream,Mother Dairy,243.06,58.18,14141.23,3,Refrigerated,2021-05-24,2021-05-27,168.44,54.29,9144.61,Madhya Pradesh,Wholesale,74.62,68.96,132.76
Madhya Pradesh,897.81,106,Small,2019-12-31,4,Yogurt,Dynamix Dairies,423.3,77.86,32958.14,94,Frozen,2019-11-11,2020-02-13,146.76,79.05,11601.38,Bihar,Online,276.54,27.31,44.97
Tamil Nadu,326.35,117,Small,2022-05-28,9,Paneer,Britannia Industries,149.33,60.05,8967.27,61,Tetra Pack,2022-04-23,2022-06-23,107.97,59.11,6382.11,Rajasthan,Retail,41.36,89.29,131.28
Bihar,419.1,91,Large,2024-11-16,5,Ice Cream,Dodla Dairy,543.2,20.34,11048.69,90,Polythene Packet,2024-09-18,2024-12-17,16.69,21.03,350.99,Chandigarh,Online,526.51,90.14,48.06
Maharashtra,416.01,82,Large,2022-12-17,10,Ghee,Passion Cheese,344.74,80.17,27637.81,145,Frozen,2022-11-26,2023-04-20,134.12,85.06,11408.25,Jharkhand,Retail,210.62,87.16,119.85
Karnataka,290.16,92,Medium,2021-03-20,7,Lassi,Mother Dairy,166.38,95.4,15872.65,121,Refrigerated,2021-03-06,2021-07-05,100.2,100.75,10095.15,Jharkhand,Retail,66.18,91.94,81.32
Gujarat,721.58,86,Small,2022-02-24,8,Buttermilk,Amul,187.24,38.27,7165.67,64,Tetra Pack,2021-12-31,2022-03-05,157.93,35.34,5581.25,Karnataka,Retail,29.31,20.89,179.16
Jharkhand,640.62,49,Medium,2019-12-23,4,Yogurt,Dynamix Dairies,392.58,65.09,25553.03,108,Refrigerated,2019-11-27,2020-03-14,274.92,69.52,19112.44,Jharkhand,Retail,117.66,86.14,175.78
Uttar Pradesh,816.29,72,Medium,2021-05-25,7,Lassi,Dynamix Dairies,223.39,42.98,9601.3,83,Refrigerated,2021-04-22,2021-07-14,36.65,42.86,1570.82,Rajasthan,Retail,186.74,49.98,89.57
West Bengal,356.81,33,Small,2023-02-09,3,Cheese,Raj,505.63,32.75,16559.38,130,Polythene Packet,2023-01-25,2023-06-04,503.04,33.08,16640.56,Madhya Pradesh,Online,2.59,78.41,90.67
Haryana,521.79,91,Small,2024-09-24,2,Butter,Dodla Dairy,860.95,44.07,37942.07,12,Polythene Packet,2024-08-27,2024-09-08,430.41,48.04,20676.9,Uttar Pradesh,Retail,430.54,44.69,31.16
Chandigarh,146.42,90,Medium,2019-02-12,6,Curd,Sudha,803.04,18.97,15233.67,8,Ambient,2019-01-22,2019-01-30,496.55,17.52,8699.56,Delhi,Wholesale,306.49,89.61,135.79
Telangana,205.5,29,Small,2020-06-13,5,Ice Cream,Dynamix Dairies,400.88,57.11,22894.26,145,Polythene Packet,2020-06-06,2020-10-29,227.42,52.39,11914.53,Uttar Pradesh,Retail,173.46,47.44,176.19
Gujarat,356.53,84,Medium,2019-03-11,2,Butter,Dodla Dairy,318.39,33.12,10545.08,6,Ambient,2019-01-23,2019-01-29,199.09,32.1,6390.79,Telangana,Wholesale,119.3,25.47,77.24
Karnataka,898.66,40,Small,2023-07-16,10,Ghee,Dynamix Dairies,723.99,87.8,63566.32,96,Tetra Pack,2023-06-01,2023-09-05,679.65,87.67,59584.92,Chandigarh,Wholesale,44.34,67.14,30.27
Uttar Pradesh,332.81,72,Large,2021-05-22,9,Paneer,Sudha,954.8,57.26,54671.85,78,Frozen,2021-05-03,2021-07-20,913.94,61.21,55942.27,Madhya Pradesh,Retail,40.86,97.16,86.96
Uttar Pradesh,602.66,92,Medium,2021-05-30,6,Curd,Raj,673.95,73.59,49595.98,85,Tetra Pack,2021-04-17,2021-07-11,426.05,79.9,34041.4,Rajasthan,Online,247.9,85.8,175.66
Madhya Pradesh,763.69,56,Small,2023-08-21,1,Milk,Mother Dairy,386.57,28.35,10959.26,80,Refrigerated,2023-06-25,2023-09-13,230.28,28.05,6459.35,Delhi,Online,156.29,7.66,88.87
Delhi,373.21,45,Medium,2023-12-22,3,Cheese,Sudha,709.91,17.45,12387.93,20,Frozen,2023-12-05,2023-12-25,504.59,16.82,8487.2,Haryana,Online,205.32,89.53,127.35
Delhi,746.13,61,Medium,2020-03-12,7,Lassi,Raj,992.01,94.7,93943.35,84,Tetra Pack,2020-03-08,2020-05-31,440.28,99.78,43931.14,Madhya Pradesh,Online,551.73,12.08,158.85
Delhi,619.41,103,Large,2023-06-11,6,Curd,Dodla Dairy,826.98,24.52,20277.55,140,Tetra Pack,2023-05-28,2023-10-15,805.7,26.82,21608.87,Tamil Nadu,Retail,21.28,20.19,148.0
Rajasthan,133.55,114,Large,2022-03-04,10,Ghee,Mother Dairy,958.24,67.79,64959.09,26,Frozen,2022-01-31,2022-02-26,782.01,65.92,51550.1,Bihar,Online,176.23,5.13,66.22
Jharkhand,725.58,45,Large,2021-10-23,4,Yogurt,Dynamix Dairies,148.94,74.87,11151.14,30,Ambient,2021-10-20,2021-11-19,139.02,81.82,11374.62,Maharashtra,Retail,9.92,66.53,53.9
Rajasthan,551.35,54,Large,2022-02-03,1,Milk,Britannia Industries,79.04,24.05,1900.91,99,Ambient,2021-12-15,2022-03-24,70.66,25.23,1782.75,Kerala,Retail,8.38,94.2,124.67
Delhi,68.97,96,Small,2020-07-03,6,Curd,Dodla Dairy,194.11,54.64,10606.17,126,Refrigerated,2020-05-08,2020-09-11,59.06,51.7,3053.4,Rajasthan,Retail,135.05,13.72,113.85
Chandigarh,588.32,85,Small,2022-04-25,8,Buttermilk,Dynamix Dairies,723.75,11.72,8482.35,12,Ambient,2022-03-20,2022-04-01,561.25,11.54,6476.82,Karnataka,Wholesale,162.5,27.24,26.47
Karnataka,73.73,104,Small,2023-03-19,7,Lassi,Passion Cheese,741.66,67.62,50151.05,72,Refrigerated,2023-02-14,2023-04-27,402.21,72.83,29292.95,Jharkhand,Online,339.45,64.67,178.53
Maharashtra,270.09,38,Medium,2022-08-16,1,Milk,Dynamix Dairies,627.19,24.39,15297.16,77,Refrigerated,2022-06-30,2022-09-15,314.52,24.01,7551.63,Maharashtra,Online,312.67,17.77,169.41
Tamil Nadu,242.84,92,Medium,2021-10-09,8,Buttermilk,Dodla Dairy,589.72,61.68,36373.93,31,Refrigerated,2021-08-19,2021-09-19,564.55,62.92,35521.49,West Bengal,Retail,25.17,95.07,54.55
Tamil Nadu,399.08,70,Small,2020-08-16,9,Paneer,Passion Cheese,858.7,84.63,72671.78,1,Polythene Packet,2020-06-30,2020-07-01,561.09,82.03,46026.21,Chandigarh,Retail,297.61,75.9,45.06
Karnataka,773.96,117,Medium,2021-08-20,7,Lassi,Passion Cheese,970.34,21.93,21279.56,55,Polythene Packet,2021-07-27,2021-09-20,238.83,23.33,5571.9,West Bengal,Online,731.51,90.34,100.01
Uttar Pradesh,870.08,88,Small,2019-09-15,7,Lassi,Dodla Dairy,894.41,68.6,61356.53,119,Refrigerated,2019-08-21,2019-12-18,556.26,69.71,38776.88,Gujarat,Retail,338.15,17.69,156.59
Kerala,897.4,59,Small,2020-10-09,3,Cheese,Passion Cheese,523.0,54.2,28346.6,50,Refrigerated,2020-08-12,2020-10-01,235.61,52.46,12360.1,Delhi,Retail,287.39,48.82,86.16
Jharkhand,806.26,81,Small,2019-02-20,8,Buttermilk,Amul,444.1,18.05,8016.01,16,Refrigerated,2019-01-24,2019-02-09,390.17,19.0,7413.23,Jharkhand,Online,53.93,80.5,24.5
Gujarat,277.92,107,Large,2022-03-22,10,Ghee,Passion Cheese,833.3,81.67,68055.61,49,Polythene Packet,2022-03-16,2022-05-04,580.73,89.24,51824.35,West Bengal,Wholesale,252.57,63.67,41.4
Maharashtra,285.34,81,Large,2023-09-25,5,Ice Cream,Mother Dairy,86.28,12.25,1056.93,93,Polythene Packet,2023-09-13,2023-12-15,59.66,12.83,765.44,Kerala,Online,26.62,84.33,125.92
Bihar,153.54,116,Medium,2024-04-24,7,Lassi,Raj,757.19,76.56,57970.47,145,Polythene Packet,2024-03-06,2024-07-29,239.84,82.04,19676.47,West Bengal,Online,517.35,83.85,178.59
West Bengal,227.61,119,Medium,2019-12-11,9,Paneer,Mother Dairy,325.02,81.34,26437.13,131,Tetra Pack,2019-11-12,2020-03-22,31.83,87.59,2787.99,Delhi,Wholesale,293.19,21.3,52.46
Maharashtra,454.72,31,Large,2020-04-11,8,Buttermilk,Dynamix Dairies,875.43,87.94,76985.31,27,Ambient,2020-02-29,2020-03-27,754.23,88.87,67028.42,Uttar Pradesh,Wholesale,121.2,71.45,36.8
Chandigarh,669.38,40,Medium,2021-06-10,6,Curd,Passion Cheese,955.44,22.07,21086.56,68,Tetra Pack,2021-05-20,2021-07-27,454.98,20.03,9113.25,Gujarat,Wholesale,500.46,49.43,31.71
Jharkhand,492.29,85,Large,2021-12-03,6,Curd,Dynamix Dairies,980.32,82.82,81190.1,65,Tetra Pack,2021-10-31,2022-01-04,360.17,90.82,32710.64,Madhya Pradesh,Online,620.15,77.9,87.0
Bihar,700.33,37,Small,2022-08-18,10,Ghee,Dynamix Dairies,337.86,47.84,16163.22,50,Polythene Packet,2022-08-04,2022-09-23,293.11,47.32,13869.97,Rajasthan,Retail,44.75,59.97,153.56
Karnataka,818.69,73,Medium,2019-08-28,6,Curd,Passion Cheese,198.22,53.7,10644.41,81,Frozen,2019-08-14,2019-11-03,120.23,57.28,6886.77,Telangana,Online,77.99,22.64,76.81
Kerala,564.44,41,Large,2022-07-07,7,Lassi,Mother Dairy,149.95,18.34,2750.08,114,Refrigerated,2022-05-14,2022-09-05,128.65,18.53,2383.88,Chandigarh,Wholesale,21.3,39.71,156.32
Karnataka,830.47,99,Small,2024-12-15,5,Ice Cream,Dynamix Dairies,790.82,92.23,72937.33,103,Refrigerated,2024-11-29,2025-03-12,736.48,97.71,71961.46,Madhya Pradesh,Retail,54.34,57.29,197.67
Maharashtra,482.94,65,Medium,2022-10-01,9,Paneer,Amul,210.47,40.49,8521.93,17,Ambient,2022-08-13,2022-08-30,75.49,40.36,3046.78,Gujarat,Retail,134.98,88.33,116.23
Uttar Pradesh,197.21,48,Large,2020-07-20,2,Butter,Passion Cheese,632.69,67.76,42871.07,28,Polythene Packet,2020-06-28,2020-07-26,78.08,69.59,5433.59,Telangana,Online,554.61,78.67,196.86
Tamil Nadu,386.59,58,Large,2024-02-08,6,Curd,Raj,377.24,85.65,32310.61,126,Tetra Pack,2023-12-19,2024-04-23,279.3,82.8,23126.04,Uttar Pradesh,Wholesale,97.94,81.2,33.95
Maharashtra,406.83,39,Large,2021-09-30,9,Paneer,Dodla Dairy,567.28,89.01,50493.59,121,Tetra Pack,2021-08-23,2021-12-22,32.39,82.48,2671.53,Jharkhand,Wholesale,534.89,7.71,51.15
Uttar Pradesh,625.09,29,Large,2023-08-21,9,Paneer,Amul,467.96,57.14,26739.23,78,Ambient,2023-08-17,2023-11-03,95.24,52.21,4972.48,Haryana,Wholesale,372.72,32.67,21.29
Karnataka,365.99,94,Large,2022-05-26,2,Butter,Passion Cheese,642.57,42.63,27392.76,63,Frozen,2022-05-10,2022-07-12,405.96,44.3,17984.03,Jharkhand,Retail,236.61,10.93,30.87
Chandigarh,619.9,80,Small,2022-07-18,10,Ghee,Britannia Industries,533.95,70.43,37606.1,80,Refrigerated,2022-06-21,2022-09-09,293.03,73.15,21435.14,Karnataka,Retail,240.92,36.97,180.16
Haryana,499.69,79,Large,2019-10-25,7,Lassi,Dodla Dairy,316.41,22.02,6967.35,91,Refrigerated,2019-09-20,2019-12-20,238.83,20.94,5001.1,West Bengal,Online,77.58,27.19,101.48
Jharkhand,800.5,89,Small,2022-08-30,6,Curd,Raj,158.6,23.07,3658.9,75,Polythene Packet,2022-07-26,2022-10-09,142.8,22.73,3245.84,Telangana,Wholesale,15.8,17.66,182.45
Chandigarh,819.18,67,Small,2019-11-03,10,Ghee,Passion Cheese,493.74,67.86,33505.2,3,Refrigerated,2019-09-09,2019-09-12,42.93,63.46,2724.34,Kerala,Retail,450.81,49.85,130.75
Bihar,835.03,47,Medium,2023-10-29,3,Cheese,Amul,861.21,79.34,68328.4,44,Refrigerated,2023-09-05,2023-10-19,820.3,71.93,59004.18,Jharkhand,Retail,40.91,28.71,153.71
Karnataka,681.53,119,Medium,2024-03-27,10,Ghee,Mother Dairy,807.21,83.85,67684.56,34,Polythene Packet,2024-02-12,2024-03-17,662.35,91.3,60472.56,Bihar,Retail,144.86,5.19,165.99
Maharashtra,648.08,78,Medium,2024-12-02,1,Milk,Mother Dairy,598.61,31.21,18682.62,74,Frozen,2024-10-08,2024-12-21,471.22,34.25,16139.29,Karnataka,Retail,127.39,56.42,132.12
Tamil Nadu,19.59,27,Small,2020-08-10,7,Lassi,Passion Cheese,181.08,72.7,13164.52,110,Tetra Pack,2020-06-16,2020-10-04,21.71,66.06,1434.16,Tamil Nadu,Online,159.37,97.88,199.99
Delhi,219.4,41,Medium,2021-02-21,5,Ice Cream,Britannia Industries,118.89,85.68,10186.5,99,Tetra Pack,2021-02-06,2021-05-16,30.99,90.75,2812.34,Bihar,Online,87.9,51.5,89.84
Haryana,704.23,115,Large,2023-04-17,7,Lassi,Passion Cheese,971.26,66.44,64530.51,35,Ambient,2023-04-13,2023-05-18,375.08,69.76,26165.58,Madhya Pradesh,Wholesale,596.18,69.23,156.64
Kerala,265.32,30,Large,2024-08-03,5,Ice Cream,Amul,392.47,26.7,10478.95,103,Tetra Pack,2024-07-24,2024-11-04,143.03,27.6,3947.63,Gujarat,Online,249.44,19.53,40.05
Tamil Nadu,243.6,73,Large,2024-12-08,8,Buttermilk,Passion Cheese,371.09,56.88,21107.6,135,Frozen,2024-11-23,2025-04-07,203.47,58.36,11874.51,Telangana,Wholesale,167.62,36.16,134.58
Delhi,261.35,89,Large,2021-04-12,8,Buttermilk,Raj,408.02,65.87,26876.28,42,Tetra Pack,2021-03-14,2021-04-25,14.86,61.73,917.31,Telangana,Retail,393.16,51.65,90.56
Bihar,170.37,99,Medium,2024-11-06,1,Milk,Britannia Industries,963.23,50.76,48893.55,9,Tetra Pack,2024-09-25,2024-10-04,764.15,49.17,37573.26,Madhya Pradesh,Wholesale,199.08,58.53,22.01
Uttar Pradesh,93.93,78,Large,2019-09-28,4,Yogurt,Amul,307.85,69.53,21404.81,79,Tetra Pack,2019-09-02,2019-11-20,149.42,63.74,9524.03,Rajasthan,Wholesale,158.43,77.22,153.18
Madhya Pradesh,76.96,107,Medium,2021-12-25,5,Ice Cream,Mother Dairy,182.28,30.52,5563.19,34,Refrigerated,2021-11-26,2021-12-30,86.87,32.76,2845.86,Karnataka,Retail,95.41,92.68,165.67
Maharashtra,631.78,28,Medium,2022-11-19,5,Ice Cream,Amul,306.71,12.77,3916.69,117,Frozen,2022-11-02,2023-02-27,183.6,12.73,2337.23,Telangana,Online,123.11,70.06,106.53
Telangana,110.8,81,Large,2022-06-25,5,Ice Cream,Dynamix Dairies,351.52,66.61,23414.75,41,Tetra Pack,2022-06-20,2022-07-31,285.3,68.5,19543.05,Kerala,Wholesale,66.22,95.93,104.81
West Bengal,801.11,85,Small,2023-04-07,4,Yogurt,Sudha,793.22,15.84,12564.6,92,Ambient,2023-03-08,2023-06-08,40.98,14.73,603.64,Delhi,Wholesale,752.24,22.01,181.77
Karnataka,874.1,35,Large,2024-07-31,5,Ice Cream,Amul,330.38,53.78,17767.84,102,Tetra Pack,2024-06-17,2024-09-27,302.69,51.28,15521.94,West Bengal,Wholesale,27.69,43.4,36.9
Tamil Nadu,232.22,56,Medium,2019-12-24,3,Cheese,Dynamix Dairies,801.99,83.89,67278.94,90,Tetra Pack,2019-10-29,2020-01-27,733.56,83.44,61208.25,Jharkhand,Wholesale,68.43,49.16,137.93
Karnataka,186.18,84,Medium,2024-11-20,7,Lassi,Britannia Industries,740.42,92.33,68362.98,14,Refrigerated,2024-11-14,2024-11-28,651.42,97.63,63598.13,West Bengal,Wholesale,89.0,9.83,45.09
Telangana,37.59,92,Small,2021-12-09,4,Yogurt,Raj,743.8,53.53,39815.61,117,Polythene Packet,2021-10-10,2022-02-04,258.24,55.42,14311.66,Uttar Pradesh,Wholesale,485.56,60.42,190.66
Maharashtra,373.51,62,Large,2024-07-06,8,Buttermilk,Raj,959.62,74.99,71961.9,128,Ambient,2024-06-04,2024-10-10,128.4,77.7,9976.68,West Bengal,Retail,831.22,55.59,145.5
Madhya Pradesh,214.44,20,Small,2020-10-14,7,Lassi,Passion Cheese,193.18,11.59,2238.96,78,Frozen,2020-09-04,2020-11-21,81.06,12.22,990.55,West Bengal,Wholesale,112.12,64.13,131.77
Jharkhand,301.68,66,Medium,2021-07-04,5,Ice Cream,Dynamix Dairies,940.51,42.31,39792.98,149,Ambient,2021-05-16,2021-10-12,429.43,39.11,16795.01,Chandigarh,Online,511.08,66.4,177.51
Chandigarh,19.91,105,Small,2024-01-17,2,Butter,Britannia Industries,142.94,71.31,10193.05,119,Ambient,2023-12-05,2024-04-02,15.48,77.78,1204.03,Jharkhand,Retail,127.46,31.66,176.64
West Bengal,502.91,71,Small,2021-05-27,7,Lassi,Dynamix Dairies,379.91,22.32,8479.59,58,Polythene Packet,2021-05-24,2021-07-21,36.1,21.02,758.82,Bihar,Wholesale,343.81,21.11,42.08
Madhya Pradesh,840.03,53,Medium,2021-06-12,3,Cheese,Dynamix Dairies,372.49,16.71,6224.31,3,Polythene Packet,2021-05-15,2021-05-18,304.75,17.29,5269.13,Chandigarh,Wholesale,67.74,93.78,195.05
Jharkhand,502.18,118,Medium,2023-05-30,3,Cheese,Dynamix Dairies,341.06,99.96,34092.36,144,Ambient,2023-05-09,2023-09-30,300.2,105.46,31659.09,Haryana,Online,40.86,55.01,189.21
Telangana,826.66,29,Small,2022-08-27,8,Buttermilk,Mother Dairy,155.51,59.29,9220.19,111,Tetra Pack,2022-08-04,2022-11-23,36.51,56.35,2057.34,Madhya Pradesh,Wholesale,119.0,31.86,71.46
Uttar Pradesh,783.17,52,Large,2020-09-11,10,Ghee,Raj,207.66,25.22,5237.19,89,Polythene Packet,2020-09-10,2020-12-08,35.63,22.93,817.0,Telangana,Wholesale,172.03,18.0,144.76
Uttar Pradesh,272.39,87,Medium,2023-06-12,1,Milk,Passion Cheese,483.49,63.76,30827.32,124,Polythene Packet,2023-05-14,2023-09-15,275.41,65.84,18132.99,Chandigarh,Retail,208.08,70.37,122.06
Rajasthan,570.71,54,Medium,2024-02-14,4,Yogurt,Dynamix Dairies,914.71,79.66,72865.8,132,Polythene Packet,2024-01-21,2024-06-01,699.0,74.48,52061.52,Chandigarh,Wholesale,215.71,36.4,97.57
Jharkhand,97.81,21,Small,2020-04-13,1,Milk,Dodla Dairy,512.29,51.4,26331.71,34,Frozen,2020-02-27,2020-04-01,313.54,54.18,16987.6,Delhi,Online,198.75,90.3,182.29
Haryana,413.14,42,Large,2019-07-09,5,Ice Cream,Passion Cheese,689.22,37.2,25638.98,26,Polythene Packet,2019-06-29,2019-07-25,678.93,35.15,23864.39,Delhi,Retail,10.29,29.3,33.16
Uttar Pradesh,541.95,38,Small,2021-02-07,4,Yogurt,Sudha,114.9,80.55,9255.19,120,Refrigerated,2021-01-04,2021-05-04,14.07,80.67,1135.03,Tamil Nadu,Online,100.83,78.68,96.06
Gujarat,730.86,42,Large,2019-03-22,5,Ice Cream,Dynamix Dairies,961.83,36.46,35068.32,108,Polythene Packet,2019-02-14,2019-06-02,775.31,38.71,30012.25,Chandigarh,Wholesale,186.52,64.68,162.03
Uttar Pradesh,398.46,74,Large,2020-12-15,7,Lassi,Amul,629.99,47.36,29836.33,119,Frozen,2020-10-16,2021-02-12,433.29,46.37,20091.66,Madhya Pradesh,Online,196.7,50.06,170.38
Tamil Nadu,25.46,110,Small,2023-05-18,7,Lassi,Dynamix Dairies,86.06,94.58,8139.55,138,Frozen,2023-03-25,2023-08-10,31.16,97.61,3041.53,Tamil Nadu,Wholesale,54.9,14.84,51.37
Chandigarh,49.8,88,Large,2021-09-15,9,Paneer,Dodla Dairy,261.76,24.58,6434.06,13,Tetra Pack,2021-08-31,2021-09-13,181.63,23.99,4357.3,Bihar,Wholesale,80.13,90.85,36.72
Bihar,62.85,72,Large,2022-10-05,8,Buttermilk,Britannia Industries,191.48,60.74,11630.5,146,Ambient,2022-08-24,2023-01-17,31.22,62.88,1963.11,West Bengal,Retail,160.26,35.3,47.1
Bihar,679.71,61,Small,2023-02-12,10,Ghee,Raj,200.22,26.97,5399.93,144,Tetra Pack,2023-01-24,2023-06-17,63.31,28.62,1811.93,Bihar,Retail,136.91,45.14,71.51
West Bengal,591.57,76,Medium,2020-11-05,9,Paneer,Britannia Industries,733.25,45.64,33465.53,61,Frozen,2020-11-04,2021-01-04,27.96,48.52,1356.62,Chandigarh,Online,705.29,46.48,33.35
Rajasthan,574.18,117,Small,2021-03-06,9,Paneer,Raj,711.95,30.55,21750.07,123,Tetra Pack,2021-01-05,2021-05-08,346.77,33.37,11571.71,Telangana,Retail,365.18,29.65,158.39
Jharkhand,309.81,42,Medium,2024-10-12,5,Ice Cream,Amul,773.27,85.12,65820.74,70,Tetra Pack,2024-09-13,2024-11-22,461.37,80.85,37301.76,Delhi,Retail,311.9,48.87,91.74
Bihar,753.38,76,Large,2020-05-03,5,Ice Cream,Mother Dairy,750.02,25.88,19410.52,59,Frozen,2020-04-20,2020-06-18,228.67,24.46,5593.27,Tamil Nadu,Wholesale,521.35,7.66,75.79
Telangana,400.9,32,Large,2019-07-07,1,Milk,Passion Cheese,362.59,89.48,32444.55,119,Frozen,2019-05-12,2019-09-08,23.93,87.34,2090.05,Telangana,Retail,338.66,31.75,54.5
Haryana,834.28,80,Medium,2021-03-24,4,Yogurt,Amul,835.56,73.18,61146.28,77,Polythene Packet,2021-02-10,2021-04-28,43.75,74.52,3260.25,Bihar,Online,791.81,75.4,108.21
Kerala,798.15,64,Large,2019-08-04,5,Ice Cream,Sudha,998.09,95.4,95217.79,51,Tetra Pack,2019-07-05,2019-08-25,485.42,89.94,43658.67,Delhi,Wholesale,512.67,59.76,184.59
Delhi,240.31,108,Medium,2019-04-06,9,Paneer,Sudha,544.43,77.5,42193.32,102,Polythene Packet,2019-02-25,2019-06-07,86.05,75.14,6465.8,Telangana,Wholesale,458.38,57.03,146.93
West Bengal,844.62,40,Large,2023-05-11,6,Curd,Amul,552.22,41.19,22745.94,95,Polythene Packet,2023-04-26,2023-07-30,452.66,37.6,17020.02,Maharashtra,Online,99.56,47.7,58.27
Tamil Nadu,20.81,119,Small,2019-08-15,8,Buttermilk,Mother Dairy,87.0,98.37,8558.19,124,Tetra Pack,2019-07-11,2019-11-12,26.93,90.92,2448.48,Rajasthan,Online,60.07,29.43,66.77
Madhya Pradesh,588.72,49,Small,2023-03-03,3,Cheese,Britannia Industries,690.31,45.21,31208.92,132,Polythene Packet,2023-01-29,2023-06-10,20.36,48.9,995.6,Uttar Pradesh,Wholesale,669.95,17.5,46.21
Kerala,684.97,93,Small,2023-04-30,6,Curd,Passion Cheese,795.91,21.36,17000.64,89,Polythene Packet,2023-04-08,2023-07-06,600.92,23.2,13941.34,Rajasthan,Online,194.99,95.63,119.21
Haryana,652.06,70,Small,2023-01-10,5,Ice Cream,Britannia Industries,220.94,18.22,4025.53,138,Polythene Packet,2022-12-09,2023-04-26,67.77,17.26,1169.71,Uttar Pradesh,Retail,153.17,34.72,81.35
Maharashtra,315.13,81,Medium,2019-05-25,10,Ghee,Raj,803.58,73.31,58910.45,29,Polythene Packet,2019-04-13,2019-05-12,193.04,66.3,12798.55,Kerala,Retail,610.54,88.59,157.97
Maharashtra,862.95,44,Medium,2023-08-03,1,Milk,Dynamix Dairies,252.38,47.32,11942.62,143,Polythene Packet,2023-06-21,2023-11-11,203.78,45.38,9247.54,Jharkhand,Wholesale,48.6,80.87,131.44
